Correct !!! 1     th article is classified as Business   ,actually is  Business  
Correct !!! 6034  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6035  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6036  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6037  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6038  th article is classified as Business   ,actually is  Business  
Correct !!! 6039  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6040  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6041  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6042  th article is classified as World      ,actually is  World     
Correct !!! 6043  th article is classified as Business   ,actually is  Business  
Correct !!! 6044  th article is classified as Business   ,actually is  Business  
Correct !!! 6045  th article is classified as World      ,actually is  World     
Correct !!! 6046  th article is classified as World      ,actually is  World     
Correct !!! 6047  th article is classified as World      ,actually is  World     
Correct !!! 6048  th article is classified as World      ,actually is  World     
Correct !!! 6049  th article is classified as World      ,actually is  World     
Correct !!! 6050  th article is classified as Business   ,actually is  Business  
Correct !!! 6051  th article is classified as Business   ,actually is  Business  
Correct !!! 6052  th article is classified as Business   ,actually is  Business  
Correct !!! 6053  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6054  th article is classified as Business   ,actually is  Business  
Correct !!! 6055  th article is classified as Business   ,actually is  Business  
Correct !!! 6056  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6057  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6058  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 6059  th article is classified as Business   ,actually is  World     
Correct !!! 6060  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6061  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6062  th article is classified as World      ,actually is  World     
Correct !!! 6063  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6064  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 6065  th article is classified as Business   ,actually is  Business  
Correct !!! 6066  th article is classified as World      ,actually is  World     
Correct !!! 6067  th article is classified as Business   ,actually is  Business  
Correct !!! 6068  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6069  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 6070  th article is classified as Business   ,actually is  Business  
Correct !!! 6071  th article is classified as Business   ,actually is  Business  
Correct !!! 6072  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6073  th article is classified as Sports     ,actually is  Business  
Correct !!! 6074  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6075  th article is classified as Business   ,actually is  Business  
Correct !!! 6076  th article is classified as World      ,actually is  World     
Correct !!! 6077  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6078  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6079  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6080  th article is classified as Business   ,actually is  Business  
Correct !!! 6081  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6082  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6083  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 6084  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6085  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 6086  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6087  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6088  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 6089  th article is classified as Business   ,actually is  Sci/Tech  
Wrong   !!! 6090  th article is classified as Sports     ,actually is  World     
Correct !!! 6091  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6092  th article is classified as Business   ,actually is  Business  
Correct !!! 6093  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 6094  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 6095  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6096  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6097  th article is classified as Business   ,actually is  Business  
Correct !!! 6098  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6099  th article is classified as World      ,actually is  World     
Correct !!! 6100  th article is classified as World      ,actually is  World     
Wrong   !!! 6101  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 6102  th article is classified as Business   ,actually is  Business  
Correct !!! 6103  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6104  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6105  th article is classified as World      ,actually is  Business  
Correct !!! 6106  th article is classified as Business   ,actually is  Business  
Correct !!! 6107  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6108  th article is classified as World      ,actually is  World     
Wrong   !!! 6109  th article is classified as Business   ,actually is  World     
Correct !!! 6110  th article is classified as Business   ,actually is  Business  
Wrong   !!! 6111  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 6112  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6113  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6114  th article is classified as Business   ,actually is  Business  
Correct !!! 6115  th article is classified as World      ,actually is  World     
Wrong   !!! 6116  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 6117  th article is classified as Business   ,actually is  Business  
Correct !!! 6118  th article is classified as Business   ,actually is  Business  
Correct !!! 6119  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6120  th article is classified as World      ,actually is  World     
Correct !!! 6121  th article is classified as World      ,actually is  World     
Correct !!! 6122  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6123  th article is classified as Business   ,actually is  Business  
Correct !!! 6124  th article is classified as World      ,actually is  World     
Correct !!! 6125  th article is classified as Business   ,actually is  Business  
Correct !!! 6126  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6127  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6128  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 6129  th article is classified as World      ,actually is  Sports    
Correct !!! 6130  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6131  th article is classified as World      ,actually is  World     
Correct !!! 6132  th article is classified as Business   ,actually is  Business  
Correct !!! 6133  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6134  th article is classified as Sports     ,actually is  World     
Correct !!! 6135  th article is classified as World      ,actually is  World     
Correct !!! 6136  th article is classified as Sports     ,actually is  Sports    
Correct !!! 6137  th article is classified as World      ,actually is  World     
Wrong   !!! 6138  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 6139  th article is classified as Business   ,actually is  Business  
Correct !!! 6140  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 6141  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 6142  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6143  th article is classified as Business   ,actually is  Business  
Correct !!! 6144  th article is classified as World      ,actually is  World     
Correct !!! 6145  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 6146  th article is classified as World      ,actually is  World     
